trial,config,states,steps,agent,wealth,return_pct
27,high_1000,high,1000,random,5610.90560163952,-43.8909439836048
28,high_1000,high,1000,ql,3305.176513663816,-66.94823486336185
28,high_1000,high,1000,momentum,8239.605317248752,-17.60394682751248
28,high_1000,high,1000,random,5132.014022615125,-48.67985977384875
29,high_1000,high,1000,ql,2843.1299730437654,-71.56870026956234
29,high_1000,high,1000,momentum,8040.176957551696,-19.598230424483035
29,high_1000,high,1000,random,4880.760409242686,-51.192395907573136
0,high_2000,high,2000,ql,1614.4986783460247,-83.85501321653976
0,high_2000,high,2000,momentum,6392.2594509321225,-36.07740549067878
0,high_2000,high,2000,random,3076.147190788652,-69.23852809211348
1,high_2000,high,2000,ql,2086.2699449547463,-79.13730055045254
1,high_2000,high,2000,momentum,7663.347386663164,-23.36652613336836
1,high_2000,high,2000,random,2438.3899816334438,-75.61610018366557
2,high_2000,high,2000,ql,1181.7849419192169,-88.18215058080783
2,high_2000,high,2000,momentum,7813.632566662838,-21.86367433337162
2,high_2000,high,2000,random,2798.6925497302336,-72.01307450269766
3,high_2000,high,2000,ql,1232.549973776367,-87.67450026223632
3,high_2000,high,2000,momentum,7035.452977145345,-29.645470228546547
3,high_2000,high,2000,random,2891.348965339344,-71.08651034660656
4,high_2000,high,2000,ql,1310.4840133753669,-86.89515986624632
4,high_2000,high,2000,momentum,7225.238787233631,-27.747612127663686
4,high_2000,high,2000,random,3255.6157665626915,-67.44384233437309
5,high_2000,high,2000,ql,1762.031705521337,-82.37968294478664
5,high_2000,high,2000,momentum,6992.412215754144,-30.075877842458556
5,high_2000,high,2000,random,3460.2203929141283,-65.39779607085872
6,high_2000,high,2000,ql,1663.7691730724293,-83.36230826927572
6,high_2000,high,2000,momentum,7578.0300995610405,-24.219699004389597
6,high_2000,high,2000,random,3486.120851965121,-65.13879148034879
7,high_2000,high,2000,ql,1490.1921850818044,-85.09807814918196
7,high_2000,high,2000,momentum,7064.417576855676,-29.35582423144324
7,high_2000,high,2000,random,2719.3475801405157,-72.80652419859484
8,high_2000,high,2000,ql,2171.287300172778,-78.28712699827221
8,high_2000,high,2000,momentum,7457.5915612862955,-25.424084387137047
8,high_2000,high,2000,random,3348.9957024233067,-66.51004297576694
9,high_2000,high,2000,ql,2571.032775789191,-74.2896722421081
9,high_2000,high,2000,momentum,7499.492655242882,-25.005073447571178
9,high_2000,high,2000,random,2668.1397581234855,-73.31860241876515
10,high_2000,high,2000,ql,2246.908190739283,-77.53091809260717
10,high_2000,high,2000,momentum,7898.999295819535,-21.01000704180465
10,high_2000,high,2000,random,3352.024798506987,-66.47975201493013
11,high_2000,high,2000,ql,1546.0763166750958,-84.53923683324905
11,high_2000,high,2000,momentum,7917.029446118911,-20.829705538810884
11,high_2000,high,2000,random,3408.3014097676682,-65.91698590232332
12,high_2000,high,2000,ql,1602.9244629403045,-83.97075537059696
12,high_2000,high,2000,momentum,7425.240870968111,-25.747591290318887
12,high_2000,high,2000,random,2742.754029694205,-72.57245970305794
13,high_2000,high,2000,ql,2467.3271534935807,-75.32672846506419
13,high_2000,high,2000,momentum,8643.128779392744,-13.56871220607256
13,high_2000,high,2000,random,3741.4011674751705,-62.58598832524829
14,high_2000,high,2000,ql,2209.670185156852,-77.90329814843147
14,high_2000,high,2000,momentum,6889.375607509802,-31.10624392490198
14,high_2000,high,2000,random,2391.4942595148214,-76.08505740485178
15,high_2000,high,2000,ql,1027.7490169044024,-89.72250983095597
15,high_2000,high,2000,momentum,7574.752065002231,-24.252479349977694
15,high_2000,high,2000,random,3217.4283528254855,-67.82571647174514
16,high_2000,high,2000,ql,2433.6938766724643,-75.66306123327536
16,high_2000,high,2000,momentum,8291.908874680466,-17.080911253195335
16,high_2000,high,2000,random,3422.673244671301,-65.77326755328698
17,high_2000,high,2000,ql,1239.6565574059728,-87.60343442594026
17,high_2000,high,2000,momentum,6155.053308212988,-38.449466917870126
17,high_2000,high,2000,random,2754.7232090190323,-72.45276790980968
18,high_2000,high,2000,ql,1381.7626187834762,-86.18237381216524
18,high_2000,high,2000,momentum,7435.124399740026,-25.64875600259974
18,high_2000,high,2000,random,3026.5825063907455,-69.73417493609254
19,high_2000,high,2000,ql,1038.2105956044613,-89.61789404395539
19,high_2000,high,2000,momentum,6445.464919495999,-35.54535080504001
19,high_2000,high,2000,random,3197.9646440715937,-68.02035355928406
20,high_2000,high,2000,ql,3224.7163896499983,-67.75283610350002
20,high_2000,high,2000,momentum,6717.992173412465,-32.82007826587535
20,high_2000,high,2000,random,3050.646421843118,-69.49353578156882
21,high_2000,high,2000,ql,1258.280691277781,-87.41719308722219
21,high_2000,high,2000,momentum,7662.811641444598,-23.371883585554023
21,high_2000,high,2000,random,3409.1334557523405,-65.90866544247659
22,high_2000,high,2000,ql,1113.3041395714515,-88.86695860428549
22,high_2000,high,2000,momentum,7070.401932217635,-29.295980677823653
22,high_2000,high,2000,random,2932.8136538168706,-70.6718634618313
23,high_2000,high,2000,ql,1357.9054755917407,-86.42094524408259
23,high_2000,high,2000,momentum,7266.559883112291,-27.334401168877093
23,high_2000,high,2000,random,3694.15027491148,-63.058497250885196
24,high_2000,high,2000,ql,3327.517874371385,-66.72482125628615
24,high_2000,high,2000,momentum,7645.6450455328695,-23.543549544671304
24,high_2000,high,2000,random,2685.0174534117,-73.149825465883
25,high_2000,high,2000,ql,1028.3351817511266,-89.71664818248874
25,high_2000,high,2000,momentum,7711.5771572298645,-22.884228427701355
25,high_2000,high,2000,random,3327.492151891755,-66.72507848108245
26,high_2000,high,2000,ql,1202.5695889583649,-87.97430411041634
26,high_2000,high,2000,momentum,6465.26960181063,-35.3473039818937
26,high_2000,high,2000,random,3280.7946012482034,-67.19205398751797
27,high_2000,high,2000,ql,2204.3139236656984,-77.95686076334302
27,high_2000,high,2000,momentum,7376.26562974278,-26.237343702572197
27,high_2000,high,2000,random,3615.006382616795,-63.84993617383205
28,high_2000,high,2000,ql,1773.0999752981684,-82.26900024701833
28,high_2000,high,2000,momentum,7165.136315870162,-28.348636841298376
28,high_2000,high,2000,random,3157.05178110542,-68.4294821889458
29,high_2000,high,2000,ql,1165.6517534979619,-88.34348246502039
29,high_2000,high,2000,momentum,7629.019964796331,-23.70980035203669
29,high_2000,high,2000,random,2776.8402579316144,-72.23159742068385
0,pre_base_500,pre_base,500,ql,6624.363894753189,-33.75636105246811
0,pre_base_500,pre_base,500,momentum,8645.947181741232,-13.540528182587677
0,pre_base_500,pre_base,500,random,6458.417105143624,-35.41582894856376
1,pre_base_500,pre_base,500,ql,5113.4010955714475,-48.86598904428553
1,pre_base_500,pre_base,500,momentum,7746.466571577443,-22.535334284225573
1,pre_base_500,pre_base,500,random,6236.825705894742,-37.63174294105258
2,pre_base_500,pre_base,500,ql,5363.555077978843,-46.364449220211576
2,pre_base_500,pre_base,500,momentum,7939.666465358377,-20.603335346416234
2,pre_base_500,pre_base,500,random,6521.885884853569,-34.78114115146431
3,pre_base_500,pre_base,500,ql,5620.837160588272,-43.79162839411728
3,pre_base_500,pre_base,500,momentum,9331.394585111682,-6.686054148883176
3,pre_base_500,pre_base,500,random,6337.550125067537,-36.62449874932463
4,pre_base_500,pre_base,500,ql,4754.503214542914,-52.45496785457086
4,pre_base_500,pre_base,500,momentum,8086.85754529007,-19.131424547099297
4,pre_base_500,pre_base,500,random,6583.139288224428,-34.16860711775572
5,pre_base_500,pre_base,500,ql,6584.773634760608,-34.15226365239392
5,pre_base_500,pre_base,500,momentum,8415.878653786544,-15.841213462134565
5,pre_base_500,pre_base,500,random,6370.913144662198,-36.290868553378026
6,pre_base_500,pre_base,500,ql,6353.27303277519,-36.4672696722481
6,pre_base_500,pre_base,500,momentum,8254.86695458047,-17.451330454195304
6,pre_base_500,pre_base,500,random,6673.230870613746,-33.26769129386253
7,pre_base_500,pre_base,500,ql,4679.093064973378,-53.20906935026622
7,pre_base_500,pre_base,500,momentum,7817.136528517685,-21.828634714823146
7,pre_base_500,pre_base,500,random,6539.765352823343,-34.602346471766566
8,pre_base_500,pre_base,500,ql,6301.174122225652,-36.988258777743475
8,pre_base_500,pre_base,500,momentum,7449.681427189912,-25.50318572810088
8,pre_base_500,pre_base,500,random,6338.447327665119,-36.615526723348815
9,pre_base_500,pre_base,500,ql,6470.668105587042,-35.29331894412958
9,pre_base_500,pre_base,500,momentum,8517.190167954599,-14.82809832045401
9,pre_base_500,pre_base,500,random,6631.14826839709,-33.6885173160291
10,pre_base_500,pre_base,500,ql,4462.328065516785,-55.37671934483215
10,pre_base_500,pre_base,500,momentum,8561.882229886169,-14.381177701138313
10,pre_base_500,pre_base,500,random,6113.782766760333,-38.86217233239667
11,pre_base_500,pre_base,500,ql,4648.107904909201,-53.51892095090798
11,pre_base_500,pre_base,500,momentum,8406.913353693142,-15.930866463068577
11,pre_base_500,pre_base,500,random,5810.462362641184,-41.895376373588164
12,pre_base_500,pre_base,500,ql,6527.558168157291,-34.72441831842709
12,pre_base_500,pre_base,500,momentum,9131.548685588876,-8.684513144111243
12,pre_base_500,pre_base,500,random,6312.089828035982,-36.87910171964018
13,pre_base_500,pre_base,500,ql,6551.894623999773,-34.48105376000227
13,pre_base_500,pre_base,500,momentum,7892.778837284972,-21.07221162715028
13,pre_base_500,pre_base,500,random,6144.431480637593,-38.555685193624065
14,pre_base_500,pre_base,500,ql,5407.504383597192,-45.92495616402808
14,pre_base_500,pre_base,500,momentum,8605.575068343802,-13.944249316561981
14,pre_base_500,pre_base,500,random,6401.617402064928,-35.98382597935072
15,pre_base_500,pre_base,500,ql,5761.093017908836,-42.38906982091164
15,pre_base_500,pre_base,500,momentum,8448.275920840668,-15.517240791593322
15,pre_base_500,pre_base,500,random,6920.250192921636,-30.79749807078364
16,pre_base_500,pre_base,500,ql,5569.644911617738,-44.303550883822616
16,pre_base_500,pre_base,500,momentum,8495.483273662316,-15.045167263376843
16,pre_base_500,pre_base,500,random,6701.3178288842855,-32.98682171115715
17,pre_base_500,pre_base,500,ql,5624.885363490095,-43.751146365099046
17,pre_base_500,pre_base,500,momentum,9412.307840701149,-5.87692159298851
17,pre_base_500,pre_base,500,random,6823.930959350289,-31.760690406497105
18,pre_base_500,pre_base,500,ql,6965.035470673411,-30.349645293265894
18,pre_base_500,pre_base,500,momentum,8275.886896816659,-17.24113103183341
18,pre_base_500,pre_base,500,random,6641.8837484132055,-33.581162515867945
19,pre_base_500,pre_base,500,ql,5806.599560122458,-41.93400439877542
19,pre_base_500,pre_base,500,momentum,7736.702805314589,-22.632971946854113
19,pre_base_500,pre_base,500,random,6368.840783745549,-36.311592162544514
20,pre_base_500,pre_base,500,ql,5658.849337978737,-43.411506620212634
20,pre_base_500,pre_base,500,momentum,9259.541189481773,-7.404588105182265
20,pre_base_500,pre_base,500,random,6804.49356883093,-31.955064311690702
21,pre_base_500,pre_base,500,ql,6460.123379885781,-35.39876620114219
21,pre_base_500,pre_base,500,momentum,8474.815098396019,-15.251849016039815
21,pre_base_500,pre_base,500,random,6257.983904720648,-37.42016095279352
22,pre_base_500,pre_base,500,ql,6355.388053754609,-36.44611946245391
22,pre_base_500,pre_base,500,momentum,9326.36734159374,-6.736326584062608
22,pre_base_500,pre_base,500,random,6234.8492065524,-37.651507934476
23,pre_base_500,pre_base,500,ql,6625.612446450376,-33.74387553549624
23,pre_base_500,pre_base,500,momentum,8570.198490144194,-14.298015098558063
23,pre_base_500,pre_base,500,random,6207.499487112063,-37.92500512887936
24,pre_base_500,pre_base,500,ql,4820.012281684598,-51.799877183154024
24,pre_base_500,pre_base,500,momentum,8651.68997754214,-13.483100224578592
24,pre_base_500,pre_base,500,random,7279.8476645319415,-27.201523354680585
25,pre_base_500,pre_base,500,ql,5497.304674718928,-45.02695325281072
25,pre_base_500,pre_base,500,momentum,7556.001440025841,-24.439985599741593
25,pre_base_500,pre_base,500,random,6702.446994776512,-32.97553005223488
26,pre_base_500,pre_base,500,ql,5230.17970840418,-47.6982029159582
26,pre_base_500,pre_base,500,momentum,8230.445600736146,-17.69554399263854
26,pre_base_500,pre_base,500,random,6248.35601276128,-37.5164398723872
27,pre_base_500,pre_base,500,ql,6637.279791767061,-33.62720208232938
27,pre_base_500,pre_base,500,momentum,8197.736579836917,-18.022634201630826
27,pre_base_500,pre_base,500,random,6586.466933274153,-34.135330667258465
28,pre_base_500,pre_base,500,ql,5442.328988676034,-45.57671011323966
28,pre_base_500,pre_base,500,momentum,8739.940952287508,-12.600590477124916
28,pre_base_500,pre_base,500,random,5941.99458213889,-40.5800541786111
29,pre_base_500,pre_base,500,ql,6340.390019790099,-36.596099802099005
29,pre_base_500,pre_base,500,momentum,7675.43231657017,-23.2456768342983
29,pre_base_500,pre_base,500,random,6339.877673900125,-36.60122326099875
0,pre_base_1000,pre_base,1000,ql,3792.535184979623,-62.07464815020378
0,pre_base_1000,pre_base,1000,momentum,8794.433771623711,-12.055662283762885
0,pre_base_1000,pre_base,1000,random,5441.239488035032,-45.58760511964968
1,pre_base_1000,pre_base,1000,ql,3716.990174134856,-62.83009825865144
1,pre_base_1000,pre_base,1000,momentum,7989.074759453004,-20.10925240546996
1,pre_base_1000,pre_base,1000,random,5805.720314968701,-41.94279685031299
2,pre_base_1000,pre_base,1000,ql,4961.634485449221,-50.38365514550779
2,pre_base_1000,pre_base,1000,momentum,7883.195239504011,-21.16804760495989
2,pre_base_1000,pre_base,1000,random,4531.32130320964,-54.6867869679036
3,pre_base_1000,pre_base,1000,ql,3873.745379237827,-61.262546207621725
3,pre_base_1000,pre_base,1000,momentum,7684.233197521594,-23.157668024784062
3,pre_base_1000,pre_base,1000,random,4906.118261742122,-50.93881738257878
4,pre_base_1000,pre_base,1000,ql,3631.572537227052,-63.68427462772948
4,pre_base_1000,pre_base,1000,momentum,7542.166362533161,-24.57833637466839
4,pre_base_1000,pre_base,1000,random,5619.233470581833,-43.80766529418167
5,pre_base_1000,pre_base,1000,ql,4663.079336333653,-53.36920663666346
5,pre_base_1000,pre_base,1000,momentum,8570.97373144229,-14.290262685577108
5,pre_base_1000,pre_base,1000,random,5362.289924658256,-46.377100753417444
6,pre_base_1000,pre_base,1000,ql,6133.80420180342,-38.6619579819658
6,pre_base_1000,pre_base,1000,momentum,7658.431695470349,-23.41568304529651
6,pre_base_1000,pre_base,1000,random,5572.202791690946,-44.277972083090546
7,pre_base_1000,pre_base,1000,ql,5770.106943101044,-42.29893056898956
7,pre_base_1000,pre_base,1000,momentum,7022.0355878038,-29.779644121962
7,pre_base_1000,pre_base,1000,random,5364.707849591034,-46.352921504089664
8,pre_base_1000,pre_base,1000,ql,3349.4668201096088,-66.50533179890391
8,pre_base_1000,pre_base,1000,momentum,8567.45703645349,-14.325429635465097
8,pre_base_1000,pre_base,1000,random,5182.18789616421,-48.1781210383579
9,pre_base_1000,pre_base,1000,ql,5184.851851328098,-48.15148148671902
9,pre_base_1000,pre_base,1000,momentum,8487.995229844435,-15.12004770155565
9,pre_base_1000,pre_base,1000,random,5713.963400875949,-42.860365991240506
10,pre_base_1000,pre_base,1000,ql,4631.159897608778,-53.68840102391222
10,pre_base_1000,pre_base,1000,momentum,7800.747750764935,-21.992522492350655
10,pre_base_1000,pre_base,1000,random,5329.480396566283,-46.70519603433717
11,pre_base_1000,pre_base,1000,ql,2927.7718433256273,-70.72228156674373
11,pre_base_1000,pre_base,1000,momentum,7172.959590975784,-28.270404090242163
11,pre_base_1000,pre_base,1000,random,5061.646242817009,-49.38353757182991
12,pre_base_1000,pre_base,1000,ql,4067.695036182761,-59.323049638172385
12,pre_base_1000,pre_base,1000,momentum,7892.185661653808,-21.07814338346192
12,pre_base_1000,pre_base,1000,random,5223.973708846135,-47.760262911538646
13,pre_base_1000,pre_base,1000,ql,5010.97977756622,-49.8902022243378
13,pre_base_1000,pre_base,1000,momentum,8079.516186420161,-19.20483813579839
13,pre_base_1000,pre_base,1000,random,6212.363913300441,-37.87636086699559
14,pre_base_1000,pre_base,1000,ql,5160.783090445005,-48.39216909554995
14,pre_base_1000,pre_base,1000,momentum,8311.667257617235,-16.88332742382765
14,pre_base_1000,pre_base,1000,random,6052.352830144088,-39.476471698559116
15,pre_base_1000,pre_base,1000,ql,5468.626628185971,-45.31373371814029
15,pre_base_1000,pre_base,1000,momentum,8122.633948861424,-18.77366051138576
15,pre_base_1000,pre_base,1000,random,5280.291756308662,-47.19708243691338
16,pre_base_1000,pre_base,1000,ql,5759.031821817065,-42.40968178182935
16,pre_base_1000,pre_base,1000,momentum,7397.300523526207,-26.02699476473793
16,pre_base_1000,pre_base,1000,random,5280.1850511240045,-47.19814948875995
17,pre_base_1000,pre_base,1000,ql,4280.892647291035,-57.19107352708965
17,pre_base_1000,pre_base,1000,momentum,7809.927481149879,-21.90072518850121
17,pre_base_1000,pre_base,1000,random,4745.818528291277,-52.54181471708723
18,pre_base_1000,pre_base,1000,ql,4057.5073258021293,-59.42492674197871
18,pre_base_1000,pre_base,1000,momentum,7099.442000316296,-29.005579996837042
18,pre_base_1000,pre_base,1000,random,5191.4075850357,-48.085924149643
19,pre_base_1000,pre_base,1000,ql,3069.7203168873343,-69.30279683112666
19,pre_base_1000,pre_base,1000,momentum,7689.589925618376,-23.104100743816243
19,pre_base_1000,pre_base,1000,random,5097.348019847463,-49.026519801525374
20,pre_base_1000,pre_base,1000,ql,5277.854888601181,-47.22145111398819
20,pre_base_1000,pre_base,1000,momentum,8420.734566269817,-15.792654337301828
20,pre_base_1000,pre_base,1000,random,4731.986262940573,-52.68013737059427
21,pre_base_1000,pre_base,1000,ql,3385.435619426698,-66.14564380573302
21,pre_base_1000,pre_base,1000,momentum,7867.888289996364,-21.321117100036364
21,pre_base_1000,pre_base,1000,random,5540.483268770756,-44.59516731229244
22,pre_base_1000,pre_base,1000,ql,4199.12539932392,-58.0087460067608
22,pre_base_1000,pre_base,1000,momentum,8371.38246955403,-16.286175304459704
22,pre_base_1000,pre_base,1000,random,5218.964516451303,-47.81035483548697
23,pre_base_1000,pre_base,1000,ql,4471.2749157357375,-55.28725084264263
23,pre_base_1000,pre_base,1000,momentum,7515.010365626405,-24.849896343735953
23,pre_base_1000,pre_base,1000,random,5266.217580509809,-47.33782419490191
24,pre_base_1000,pre_base,1000,ql,4891.67165989983,-51.0832834010017
24,pre_base_1000,pre_base,1000,momentum,7303.789604111729,-26.962103958882707
24,pre_base_1000,pre_base,1000,random,5806.285913049379,-41.93714086950621
25,pre_base_1000,pre_base,1000,ql,4752.122850702706,-52.47877149297294
25,pre_base_1000,pre_base,1000,momentum,8856.836005200368,-11.431639947996318
25,pre_base_1000,pre_base,1000,random,5301.270299342904,-46.98729700657096
26,pre_base_1000,pre_base,1000,ql,6181.24170370305,-38.1875829629695
26,pre_base_1000,pre_base,1000,momentum,8066.425814365934,-19.335741856340665
26,pre_base_1000,pre_base,1000,random,4614.599451608648,-53.85400548391352
27,pre_base_1000,pre_base,1000,ql,4029.608049466445,-59.70391950533554
27,pre_base_1000,pre_base,1000,momentum,8326.814179206469,-16.73185820793531
27,pre_base_1000,pre_base,1000,random,5019.281589385645,-49.80718410614355
28,pre_base_1000,pre_base,1000,ql,4605.407380836729,-53.94592619163271
28,pre_base_1000,pre_base,1000,momentum,7907.86397059424,-20.921360294057603
28,pre_base_1000,pre_base,1000,random,5301.835035155706,-46.981649648442946
29,pre_base_1000,pre_base,1000,ql,5550.774044585349,-44.492259554146514
29,pre_base_1000,pre_base,1000,momentum,7847.010702989783,-21.529892970102175
29,pre_base_1000,pre_base,1000,random,4601.556847594918,-53.98443152405083
0,pre_base_2000,pre_base,2000,ql,1961.0106373914966,-80.38989362608503
0,pre_base_2000,pre_base,2000,momentum,7823.571464717264,-21.764285352827365
0,pre_base_2000,pre_base,2000,random,2863.189622462363,-71.36810377537637
1,pre_base_2000,pre_base,2000,ql,2395.9829500065925,-76.04017049993408
1,pre_base_2000,pre_base,2000,momentum,7264.329379744912,-27.35670620255088
1,pre_base_2000,pre_base,2000,random,3767.793663479845,-62.32206336520156
2,pre_base_2000,pre_base,2000,ql,2645.114203726322,-73.54885796273679
2,pre_base_2000,pre_base,2000,momentum,6868.467001026476,-31.315329989735236
2,pre_base_2000,pre_base,2000,random,2359.606316837527,-76.40393683162472
3,pre_base_2000,pre_base,2000,ql,1536.2570022912703,-84.63742997708731
3,pre_base_2000,pre_base,2000,momentum,6918.478840880161,-30.815211591198384
3,pre_base_2000,pre_base,2000,random,2967.02132264172,-70.3297867735828
4,pre_base_2000,pre_base,2000,ql,2166.628795486624,-78.33371204513377
4,pre_base_2000,pre_base,2000,momentum,6251.928749811312,-37.480712501886885
4,pre_base_2000,pre_base,2000,random,3182.7777902348657,-68.17222209765134
5,pre_base_2000,pre_base,2000,ql,2814.8186232550274,-71.85181376744973
5,pre_base_2000,pre_base,2000,momentum,7949.73455836923,-20.502654416307696
5,pre_base_2000,pre_base,2000,random,2588.495745909979,-74.11504254090022
6,pre_base_2000,pre_base,2000,ql,3407.3033291586403,-65.9269667084136
6,pre_base_2000,pre_base,2000,momentum,7053.216703355444,-29.467832966445556
6,pre_base_2000,pre_base,2000,random,4194.550594960668,-58.05449405039332
7,pre_base_2000,pre_base,2000,ql,4166.340156947571,-58.33659843052429
7,pre_base_2000,pre_base,2000,momentum,6526.407372907978,-34.73592627092022
7,pre_base_2000,pre_base,2000,random,2996.301607229576,-70.03698392770424
8,pre_base_2000,pre_base,2000,ql,849.0279223848873,-91.50972077615114
8,pre_base_2000,pre_base,2000,momentum,7850.582948819208,-21.494170511807923
8,pre_base_2000,pre_base,2000,random,3148.4338380197787,-68.51566161980222
9,pre_base_2000,pre_base,2000,ql,3164.1987019278704,-68.3580129807213
9,pre_base_2000,pre_base,2000,momentum,7589.297438717629,-24.10702561282371
9,pre_base_2000,pre_base,2000,random,3669.9109841241057,-63.30089015875894
10,pre_base_2000,pre_base,2000,ql,2444.5107864243396,-75.5548921357566
10,pre_base_2000,pre_base,2000,momentum,7029.477395100826,-29.705226048991744
10,pre_base_2000,pre_base,2000,random,3307.853852310776,-66.92146147689223
11,pre_base_2000,pre_base,2000,ql,1291.1211544839623,-87.08878845516037
11,pre_base_2000,pre_base,2000,momentum,7235.445960657347,-27.645540393426526
11,pre_base_2000,pre_base,2000,random,2993.1026902321423,-70.06897309767857
12,pre_base_2000,pre_base,2000,ql,1704.1349925030447,-82.95865007496955
12,pre_base_2000,pre_base,2000,momentum,6976.531513101201,-30.234684868987987
12,pre_base_2000,pre_base,2000,random,3750.1834286374838,-62.49816571362517
13,pre_base_2000,pre_base,2000,ql,2859.2545013941535,-71.40745498605847
13,pre_base_2000,pre_base,2000,momentum,7476.573541697413,-25.23426458302587
13,pre_base_2000,pre_base,2000,random,4055.809024641766,-59.44190975358234
14,pre_base_2000,pre_base,2000,ql,2955.5676466841146,-70.44432353315887
14,pre_base_2000,pre_base,2000,momentum,7397.9157536722005,-26.020842463277994
14,pre_base_2000,pre_base,2000,random,3576.8444415736094,-64.2315555842639
15,pre_base_2000,pre_base,2000,ql,3625.666806379005,-63.743331936209955
15,pre_base_2000,pre_base,2000,momentum,7288.18305329149,-27.1181694670851
15,pre_base_2000,pre_base,2000,random,3457.6337866891768,-65.42366213310822
16,pre_base_2000,pre_base,2000,ql,3706.4959887578434,-62.93504011242157
16,pre_base_2000,pre_base,2000,momentum,6557.898190233836,-34.42101809766164
16,pre_base_2000,pre_base,2000,random,2759.999218907903,-72.40000781092097
17,pre_base_2000,pre_base,2000,ql,2019.2592300304002,-79.807407699696
17,pre_base_2000,pre_base,2000,momentum,6928.784148842338,-30.712158511576618
17,pre_base_2000,pre_base,2000,random,2484.0831231688735,-75.15916876831126
18,pre_base_2000,pre_base,2000,ql,1742.234212221111,-82.5776578777889
18,pre_base_2000,pre_base,2000,momentum,6096.46962535672,-39.0353037464328
18,pre_base_2000,pre_base,2000,random,3029.5510214028104,-69.70448978597189
19,pre_base_2000,pre_base,2000,ql,1753.838658674801,-82.46161341325198
19,pre_base_2000,pre_base,2000,momentum,7674.99433875684,-23.2500566124316
19,pre_base_2000,pre_base,2000,random,3286.1000609984635,-67.13899939001536
20,pre_base_2000,pre_base,2000,ql,2984.3925592141045,-70.15607440785897
20,pre_base_2000,pre_base,2000,momentum,7694.596578787251,-23.05403421212749
20,pre_base_2000,pre_base,2000,random,2600.1124061757287,-73.9988759382427
21,pre_base_2000,pre_base,2000,ql,2337.498469286863,-76.62501530713138
21,pre_base_2000,pre_base,2000,momentum,8164.814680754205,-18.35185319245795
21,pre_base_2000,pre_base,2000,random,3286.6080733727636,-67.13391926627237
22,pre_base_2000,pre_base,2000,ql,2759.917412510545,-72.40082587489455
22,pre_base_2000,pre_base,2000,momentum,7788.572268043205,-22.114277319567947
22,pre_base_2000,pre_base,2000,random,3273.8210715917385,-67.26178928408261
23,pre_base_2000,pre_base,2000,ql,2127.2762307042353,-78.72723769295764
23,pre_base_2000,pre_base,2000,momentum,7015.779350429983,-29.842206495700164
23,pre_base_2000,pre_base,2000,random,3053.9574928590623,-69.46042507140938
24,pre_base_2000,pre_base,2000,ql,3051.7238667568126,-69.48276133243188
24,pre_base_2000,pre_base,2000,momentum,6243.531789475282,-37.564682105247186
24,pre_base_2000,pre_base,2000,random,3326.7701965201013,-66.73229803479899
25,pre_base_2000,pre_base,2000,ql,2157.560374113117,-78.42439625886882
25,pre_base_2000,pre_base,2000,momentum,8739.761701420606,-12.602382985793938
25,pre_base_2000,pre_base,2000,random,3074.41759628712,-69.2558240371288
26,pre_base_2000,pre_base,2000,ql,4301.520748220837,-56.98479251779163
26,pre_base_2000,pre_base,2000,momentum,7240.520090138598,-27.594799098614022
26,pre_base_2000,pre_base,2000,random,2634.5249075371335,-73.65475092462866
27,pre_base_2000,pre_base,2000,ql,2011.2414767667344,-79.88758523233265
27,pre_base_2000,pre_base,2000,momentum,7159.337401706277,-28.40662598293723
27,pre_base_2000,pre_base,2000,random,3206.217384201027,-67.93782615798973
28,pre_base_2000,pre_base,2000,ql,1942.7662362932836,-80.57233763706716
28,pre_base_2000,pre_base,2000,momentum,7228.341927096099,-27.716580729039006
28,pre_base_2000,pre_base,2000,random,3608.1625672478776,-63.91837432752122
29,pre_base_2000,pre_base,2000,ql,3965.703785799771,-60.342962142002285
29,pre_base_2000,pre_base,2000,momentum,6659.915142968786,-33.400848570312135
29,pre_base_2000,pre_base,2000,random,2710.9483306649963,-72.89051669335004
0,pre_high_500,pre_high,500,ql,5767.779131149431,-42.32220868850569
0,pre_high_500,pre_high,500,momentum,8481.191204311855,-15.188087956881445
0,pre_high_500,pre_high,500,random,6379.317400657636,-36.206825993423635
1,pre_high_500,pre_high,500,ql,6202.670862237328,-37.97329137762672
1,pre_high_500,pre_high,500,momentum,7827.323536038855,-21.726764639611446
1,pre_high_500,pre_high,500,random,6093.787305346766,-39.062126946532345
2,pre_high_500,pre_high,500,ql,6188.544055415554,-38.11455944584446
2,pre_high_500,pre_high,500,momentum,8496.321903248114,-15.036780967518862
2,pre_high_500,pre_high,500,random,6582.873312181695,-34.17126687818305
3,pre_high_500,pre_high,500,ql,5941.054221402841,-40.58945778597159
3,pre_high_500,pre_high,500,momentum,9357.502091347978,-6.424979086520215
3,pre_high_500,pre_high,500,random,6924.8432537724175,-30.751567462275826
4,pre_high_500,pre_high,500,ql,6469.147137362165,-35.30852862637835
4,pre_high_500,pre_high,500,momentum,8466.06874635907,-15.339312536409306
4,pre_high_500,pre_high,500,random,7038.503330193996,-29.614966698060044
5,pre_high_500,pre_high,500,ql,5526.484177533704,-44.73515822466297
5,pre_high_500,pre_high,500,momentum,8560.304173799683,-14.396958262003173
5,pre_high_500,pre_high,500,random,6462.110910993084,-35.37889089006916
6,pre_high_500,pre_high,500,ql,6911.349228785422,-30.886507712145775
